City_Id,City_Name,City_Name_Ar,Zone_Id,Zone_Name,Zone_Name_Ar,District_Id,District_Name,District_Name_Ar,Pickup_Availability,DropOff_Availability,Zone_Hub_Code,District_Hub_Code,District_FM_Hub_Code
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,SFwAHJ3YCot,Borg ElArab,برج العرب,UCg4UdK6hVO,ElAgharbanaat,الغربانيات,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,SFwAHJ3YCot,Borg ElArab,برج العرب,cts_CfcneO_,Hod Sakarah,حوض سقاره,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,SFwAHJ3YCot,Borg ElArab,برج العرب,l9ynAAizYP7,Ezbet ElOla,عزبه العلا,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,p0kDGam6z_c,ElTawfiqeyah,التوفيقيه,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,Up-xlPdT8aD,Hawd 14,حوض 14,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,ZIm2KYviCeV,Moharram Bek,محرم بك,NjpRHXGI7sZ,Abis 07,ابيس 07,FALSE,FALSE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,ZIm2KYviCeV,Moharram Bek,محرم بك,xygsmuk94pl,Abis 08,ابيس 08,FALSE,FALSE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,RceAhUEaqTG,Qetaa ElNahdah,قطاع النهضه,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,SFwAHJ3YCot,Borg ElArab,برج العرب,OcvvFkFZmjW,Abu Hamad,ابو حماد,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,ZIm2KYviCeV,Moharram Bek,محرم بك,pm1m5MHxOr6,ElAbid Bridge,كوبري العبيد,FALSE,FALSE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,ZIm2KYviCeV,Moharram Bek,محرم بك,JeTPJUHHqxB,Abis 05,ابيس 05,FALSE,FALSE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,ZIm2KYviCeV,Moharram Bek,محرم بك,gD8GHFOqPvh,Abis 06,ابيس 06,FALSE,FALSE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,NQBvMWJASQFx,Izbat Al Mustamarah,عزبه المستعمره,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,qs95VtUJcjlG,Gharb El Noubareya,غرب النوباريه,03IPG2MyBNEZ,Qora Kharigin - Hussien AbulYosr,قري الخريجين - قريه حسين ابواليسر,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,qs95VtUJcjlG,Gharb El Noubareya,غرب النوباريه,IfegQcd13lUU,Qora Kharigin - AbdelHaleem Mahmoud,قري الخريجين - قريه عبدالحليم محمود,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,ZIm2KYviCeV,Moharram Bek,محرم بك,3NpLP2P4jxqpBr8bnWhCN,Elqarea Elgedida,قريه الجديده,FALSE,FALSE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,qs95VtUJcjlG,Gharb El Noubareya,غرب النوباريه,w9ZpYo0MFEVt,Gharb El Noubareya,غرب النوباريه,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,RR9NTwvgZOxWhWO3CNqau,Abu Baseesa,ابو بسيسة,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,jFax0xB56B20DJTO4lgm1,Abu Masoud,ابو مسعود,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,9SyTG7HTfOTzbSlN1V8j8,ElBasra,البصرة,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,dKeQCRujW8jZayoNBagRB,ElJazaer,الجزائر,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,V8HevJhjQcpDDN8Zoz8B2,ElHoreya,الحرية,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,azA1h8CEB1TkFKvhknStw,ElZeera ElBahri,الزيرة البحري,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,RuhBXls4ARv0aCRFKSc9j,ElSaeda,الصاعدة,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,SIoFDcNC0MrwDhuLdtu8A,ElIraq,العراق,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,hasqhSyUyAU0d2fnhJcVJ,ElEzza,العزة,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,K9pFPa21SYOU5gqEy9fIG,ElKarnak,الكرنك,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,49tzWAWHWQDgs10jPsBBf,ElNasriya,الناصريه,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,MV6CXauO17IasjTP9hIZG,ElYemen,اليمن,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,HNjjpTxF6c2gfM5al2Rgz,Om Zaghbo,ام زغبو,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,BlK5LDghTdPniIXBrXbF7,Baghdad,بغداد,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,pvjqjMWelI3OCO5hZ7Zur,Khaled Ibn ElWaleed,خالد بن الوليد,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,lNFt7sGYSHYjxjMA9DxDS,Raheem,رحيم,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,QEprbKNksuksDEAS22r6B,Sidi Kerir,سيدي كرير,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,Be4bgNvEyZbv8Kz928StD,Falasteen,فلسطين,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,lmuw3KZS45ZVM1lS66yzK,Qita ElNahda,قطاع النهضة,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,1TmjfznfScM0p3Ensgegv,Kilo 26,كيلو 26,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,4Wrhjgm7Bo5oa5Sf2ZeMi,King Marriott,كينغ ماريوت,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,l01Qi9gNWq2OjLviHjGUm,Mostafa Kamel,مصطفى كامل,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,AiYSIVQZtiB,ElAmaria,العامريه,WrHlZBBZvN2EcV5TAc4HL,Nag ElAragy,نجع العرجى,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,SFwAHJ3YCot,Borg ElArab,برج العرب,MA5vPbQs7RkzspUIkoUOm,Abu Seer,ابو صير,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,SFwAHJ3YCot,Borg ElArab,برج العرب,fM7JcduU1qg2UNM9AWHHr,ElSanafera,السنافره,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,SFwAHJ3YCot,Borg ElArab,برج العرب,LdO6PH642AYVs0Gdrfihb,ElTareeq ElSaheli ElDawly,الطريق الساحلي الدولي,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,SFwAHJ3YCot,Borg ElArab,برج العرب,yIqsoBp04euyL8LgxvMsO,Borg ElArab ElMadina,برج العرب المدينه,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,SFwAHJ3YCot,Borg ElArab,برج العرب,p1aZK6Z4sIKC8w8fk8H56,Banjar ElSokar,بنجر السكر,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,SFwAHJ3YCot,Borg ElArab,برج العرب,QzBINBjdWi54tlsNqKB7Y,Baheeg,بهيج,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,SFwAHJ3YCot,Borg ElArab,برج العرب,klLtHGsjUXFBfY0JMGCO2,Qaryet 1 Ela 28,قريه 1 الى 28,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,2dymslqmGZyTw1zMmFKZa,Hod 10,حوض 10,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,r1h2DkkBqqczYHmaufKJ2,Hod 8,حوض 8,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,eAtb6k0lfbLjnZsJUYEJV,Hod 12,حوض12,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,alvoLjLcezI5ZEucsD2aL,Ezbet ElPrens,عزبه البرنس,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,In0iNM0oJO53E9zrcFVUS,Ezmet ElKarmella,عزبه الكرمله,FALSE,FALSE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,kXSt_1fiAvh,Miami,ميامي,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,ziLPCu7IDDT,Victoria,فيكتوريا,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,zJZWu09Vo-l,Qesm ElRaml,قسم الرمل,tuZGvI0k0V0,Gleem,جليم,TRUE,TRUE,,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,zJZWu09Vo-l,Qesm ElRaml,قسم الرمل,YdaQRM5FX_H,Janaklees,جناكليس,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,zJZWu09Vo-l,Qesm ElRaml,قسم الرمل,yuOZ0DHzHdI,Zezinia,زيزينيا,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,zJZWu09Vo-l,Qesm ElRaml,قسم الرمل,JKEjo3Tbpd5,Saba Basha,سابا باشا,TRUE,TRUE,,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,zJZWu09Vo-l,Qesm ElRaml,قسم الرمل,H8SWqvbBc1-,Schots,شوتس,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,zJZWu09Vo-l,Qesm ElRaml,قسم الرمل,NXznV13b1_Q,Kafr Abdo,كفر عبده,TRUE,TRUE,,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,zJZWu09Vo-l,Qesm ElRaml,قسم الرمل,EcYGesEaDe4,Loaran,لوران,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,zJZWu09Vo-l,Qesm ElRaml,قسم الرمل,wznz1t_Ic1_,Wenget,وينجت,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,eSzcbUZsRAH,Sidi Gaber,سيدي جابر,Qp1Xyx-urnt,Roushdy,رشدي,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,eSzcbUZsRAH,Sidi Gaber,سيدي جابر,E5QM2xhRs8D,Sporting,سبورتنج,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,B-5xM8FI3xv,ElAttarin,العطارين,Xtxu_XYqdn4,Sultan Hussein,السلطان حسين,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,B-5xM8FI3xv,ElAttarin,العطارين,lVyWDQGCmmO,Raml Station,محطه الرمل,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,9mih4NXL1GF,Abu Yousef,ابو يوسف,zoJP71_5Ca1,Abu Yousef,ابو يوسف,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,1tYMJPJ2p4Bv,Kilo 21,الكيلو 21,F21gapvh9jE,Kilo 21,الكيلو 21,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,24p19DRbnHL,Abu Kir - East,ابو قير الشرقيه,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,3dPNjglIMko,Abu Kir - West,ابو قير الغربيه,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,Xri7vF7xOro,ElNasereyah (ElKobaneyah),الناصريه (الكوبانيه),TRUE,TRUE,,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,04Rgk3DTUeN,ElQerdahi,القرداحي,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,vNgv2cwEz6V,ElAmrawi,العمراوي,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,GaCsSoD6spl,ElMontazah,المنتزه,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,qhCx6SDCK6E,ElAsafra,العصافره,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,GgqsbeejHQy,ElMaamourah,المعموره,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,HIvwGyZx2KM,ElMandarah Bahri,المندره بحري,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,QdHhaYgq9rN,ElMandarah Qebli,المندره قبلي,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,sDiT88h93-H,ElMansheya ElBahareya,المنشيه البحريه,TRUE,TRUE,,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,yTilC47FM6v,ElMohagerin,المهاجرين,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,0tXBv4WSWz2,Sidi Beshr Bahri,سيدي بشر بحري,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,zCw69JtVnDG,Sidi Beshr Qebli,سيدي بشر قبلي,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Dcz5iviLLiJ,ElMontazah,المنتزه,Hv7zAzRB3cp,Tolombat ElTabeyah,طلمبات الطابيه,TRUE,TRUE,,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,zJZWu09Vo-l,Qesm ElRaml,قسم الرمل,NCsbi4Sa29g,ElQasaei Bahri,القساعي بحري,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,zJZWu09Vo-l,Qesm ElRaml,قسم الرمل,imtTI_vmwVZ,ElQasaei Qebli,القساعي قبلي,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,zJZWu09Vo-l,Qesm ElRaml,قسم الرمل,fJ7MuJWtI,Dana ElGadidah w Ezbet ElWestaneyah,دنا الجديده وعزبه الوسطانيه,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,zJZWu09Vo-l,Qesm ElRaml,قسم الرمل,yawkzNQEjh,San Stifano,سان ستيفانو,TRUE,TRUE,,,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,zJZWu09Vo-l,Qesm ElRaml,قسم الرمل,er3YXqlqe0,Fleming,فليمينج,TRUE,TRUE,,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,eSzcbUZsRAH,Sidi Gaber,سيدي جابر,kUB-erqC8N,Abu ElNawatir,ابو النواتير,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,eSzcbUZsRAH,Sidi Gaber,سيدي جابر,v81831a0sg,Ezbet ElNozha,عزبه النزهه,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,eSzcbUZsRAH,Sidi Gaber,سيدي جابر,fABzAtl0E5,Smouha,سموحه,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,eSzcbUZsRAH,Sidi Gaber,سيدي جابر,JneNIGpbqK,Mustafa Kamel w Bolkli,مصطفي كامل وبولكلي,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,A3WshPaISv,Bab Sharqi,باب شرقي,-SEsukcoAA,ElIbrahimeyah Bahri,الابراهيميه بحري,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,A3WshPaISv,Bab Sharqi,باب شرقي,egab66b9nm,ElIbrahimeyah Qebli,الابراهيميه قبلي,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,A3WshPaISv,Bab Sharqi,باب شرقي,gids8x6ojw,ElShatby,الشاطبي,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,A3WshPaISv,Bab Sharqi,باب شرقي,CGPlS2g0pa,ElHadrah Qebli,الحضره قبلي,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,A3WshPaISv,Bab Sharqi,باب شرقي,zIclA1rACr,Wabour ElMeyah,وابور المياه,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,ZIm2KYviCeV,Moharram Bek,محرم بك,bQ8TvWCr_x,ElBab ElGadid Sharqi,الباب الجديد شرقي,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,ZIm2KYviCeV,Moharram Bek,محرم بك,6qxb1aTa51,ElBab ElGadid w Mansha,الباب الجديد,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,ZIm2KYviCeV,Moharram Bek,محرم بك,5TQqr6ESXh,Ezbet Shararakas,عزبه شركس,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,ZIm2KYviCeV,Moharram Bek,محرم بك,N96wi-h7k9B,Emberouz,امبروز,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,ZIm2KYviCeV,Moharram Bek,محرم بك,fW5xMAxW1X1,Ragheb Basha,راغب باشا,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,ZIm2KYviCeV,Moharram Bek,محرم بك,jviUjZvqbpV,Abis,ابيس,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,ZIm2KYviCeV,Moharram Bek,محرم بك,S0HRSpxWZtr,Abis 09,ابيس 09,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,ZIm2KYviCeV,Moharram Bek,محرم بك,O2VM8EVXP38,Abis 10,ابيس 10,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,B-5xM8FI3xv,ElAttarin,العطارين,7_hjhrzM-gz,ElSouri,الصوري,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,B-5xM8FI3xv,ElAttarin,العطارين,KYYVBDjfp_L,ElAttarin Sharq,العطارين شرق,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,B-5xM8FI3xv,ElAttarin,العطارين,eu-Aa5ceab4,ElAttarin Gharb,العطارين غرب,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,B-5xM8FI3xv,ElAttarin,العطارين,8ZsxO24PhSb,ElMarghani,الميرغني,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,B-5xM8FI3xv,ElAttarin,العطارين,Af_Z-7L70bT,ElMesallah Sharq,المسله شرق,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,B-5xM8FI3xv,ElAttarin,العطارين,Tx1VZ83cKUc,ElMesallah Gharb w Sharif Basha,المسله غرب وشريف باشا,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,B-5xM8FI3xv,ElAttarin,العطارين,zeyD604ff2s,Kom ElDakah Sharq,كوم الدكه شرق,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,B-5xM8FI3xv,ElAttarin,العطارين,gZbkSMWMvpl,Kom ElDakah Gharb,كوم الدكه غرب,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,M2qlATZ2VB9,ElMansheya,المنشيه,Q1oCrrK7207,ElMansheyah ElKubra,المنشيه الكبري,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,M2qlATZ2VB9,ElMansheya,المنشيه,3leep4OSlXv,ElHamamil,الحماميل,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Vvt0BVgml8v,Karmouz,كرموز,QyXCVUMt0Kr,ElKarah w ElToubageyah w Kafr ElGhates,الكره والطوباجيه وكفر غطاس,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Vvt0BVgml8v,Karmouz,كرموز,_DJyBlPNCWg,Sultan Mosque,مسجد سلطان,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Vvt0BVgml8v,Karmouz,كرموز,xOKXeSqzFn4,Kafr ElGhates,كفر غطاس,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Vvt0BVgml8v,Karmouz,كرموز,CwmsmQqt668,Ghait ElEnab Gharb,غيظ العنب غرب,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Vvt0BVgml8v,Karmouz,كرموز,YfbHPlVZSh_,Karmouz Sharq,كرموز شرق,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Vvt0BVgml8v,Karmouz,كرموز,SE_5-iJULcB,Karmouz Gharb,كرموز غرب,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,Vvt0BVgml8v,Karmouz,كرموز,KoM2jXtqzEo,Noubar,نوبار,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,KoiFVjBFMFm,ElLabban,اللبان,qkrNVi8Fcoo,ElLabban,اللبان,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,KoiFVjBFMFm,ElLabban,اللبان,ud5QE-WU1NA,ElNagaa ElGadid,النجع الجديد,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
Jrb6X6ucjiYgMP4T7,Alexandria,الاسكندريه,KoiFVjBFMFm,ElLabban,اللبان,mKYe91NLtda,ElNagaa ElQadim,النجع القديم,TRUE,TRUE,ALEXANDRIA,ALEXANDRIA,
